"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,   "SoundSpeed"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,          21,      -2.286727984,     -0.2294536072,     0.07814090109,        3.31246957,       438.9017576,      -4.496106302,       5.911651082
          0,           0,          22,      -2.291933608,     -0.2408061336,     0.07029606605,       3.307163198,       438.9017575,      -4.421016105,       5.911875822
          0,           0,          23,      -2.296805483,     -0.2518895615,     0.06278850789,       3.302204568,       438.9017574,      -4.357194121,       5.912099904
          0,           0,          24,      -2.301364901,     -0.2627382455,      0.0555787497,       3.297572349,       438.9024448,      -4.302172477,       5.912325362
          0,           0,          25,      -2.305628065,     -0.2733857013,     0.04863644206,       3.293248595,       438.9058757,      -4.254132024,       5.912551716
          0,           0,          26,       -2.30960741,     -0.2838656721,     0.04193928703,       3.289218413,       438.9131175,      -4.211756335,       5.912778498
          0,           0,          27,      -2.313310936,     -0.2942069843,       0.035469778,       3.285471118,       438.9190861,      -4.174103005,       5.913005333
          0,           0,          28,      -2.316744935,     -0.3044330087,     0.02921296257,        3.28199828,       438.9235686,      -4.140473278,       5.913231546
          0,           0,          29,      -2.319914305,     -0.3145642312,     0.02315699554,       3.278793685,       438.9265557,      -4.110350153,       5.913456998
          0,           0,          30,       -2.32282375,     -0.3246197786,     0.01729145007,       3.275852544,       438.9281463,       -4.08334964,       5.913681413
          0,           0,          31,      -2.325478048,     -0.3346196786,     0.01160477624,       3.273170963,       438.9285187,       -4.05918323,       5.913903761
          0,           0,          32,      -2.327880346,     -0.3445814352,    0.006084997853,       3.270747288,       438.9278983,      -4.037629822,       5.914123889
          0,           0,          33,      -2.330032472,     -0.3545212269,   0.0007190863116,       3.268581622,       438.9265259,      -4.018517129,       5.914341849
          0,           0,          34,      -2.331934422,     -0.3644533845,   -0.004507651773,       3.266676127,       438.9246305,      -4.001759891,       5.914557856
          0,           0,          35,       -2.33358379,     -0.3743905228,   -0.009611739057,        3.26503536,       438.9224057,      -3.987360243,       5.914772106
          0,           0,          36,      -2.334976093,      -0.384343799,    -0.01461211969,       3.263666244,       438.9199902,      -3.975276452,       5.914984389
          0,           0,          37,      -2.336103964,     -0.3943197081,    -0.01953120381,       3.262578757,       438.9174697,      -3.965325381,       5.915195106
          0,           0,          38,      -2.336956776,     -0.4043207775,    -0.02439645987,       3.261786319,       438.9151075,      -3.957347867,       5.915404695
          0,           0,          39,      -2.337520301,     -0.4143424505,    -0.02924262787,       3.261306196,       438.9124761,      -3.951201777,       5.915613255
          0,           0,          40,      -2.337776962,     -0.4243701065,    -0.03411388986,       3.261159439,       438.9095488,       -3.94675613,       5.915820987
          0,           0,          41,      -2.337705887,     -0.4343740845,    -0.03906610373,       3.261370585,       438.9054445,      -3.943889032,       5.916028142
          0,           0,          42,      -2.337283926,     -0.4443056788,    -0.04416857196,       3.261966399,       438.9017569,      -3.942485522,       5.916235055
          0,           0,          43,      -2.336487119,     -0.4540914126,    -0.04950443336,       3.262973978,        438.901757,      -3.942436404,       5.916442136
          0,           0,          44,      -2.335293459,     -0.4636273483,     -0.0551689868,        3.26441755,        438.901757,      -3.943617397,       5.916649226
          0,           0,          45,      -2.333685695,      -0.472772505,    -0.06126598699,       3.266314939,       438.9017571,      -3.945977668,       5.916857061
          0,           0,          46,      -2.331655255,     -0.4813467961,    -0.06790164737,       3.268673286,       438.9017571,      -3.949386883,       5.917068508
          0,           0,          47,      -2.329201491,     -0.4891237286,    -0.07517890759,       3.271487967,       438.9017572,      -3.953782964,       5.917278832
          0,           0,          48,      -2.326354151,     -0.4959372585,    -0.08317673471,         3.2747313,       438.9017572,       -3.95926206,       5.917480581
          0,           0,          49,      -2.323154095,      -0.501761647,     -0.0919523469,       3.278364232,       438.9017572,      -3.965710311,       5.917679167
          0,           0,          50,      -2.319669946,     -0.5069005202,     -0.1014893661,       3.282312872,       438.9017573,      -3.973236537,       5.917871207
          0,           0,          51,      -2.315985964,     -0.5117888328,     -0.1118101688,        3.28649576,       438.9017573,       -3.98214788,       5.918050658
          0,           0,          52,      -2.312185151,     -0.5168668675,     -0.1229944278,       3.290782013,       438.9017573,      -3.993239916,       5.918206317
          0,           0,          53,      -2.308283845,     -0.5219898859,     -0.1347568898,       3.295127116,       438.9017573,      -4.010455775,        5.91831666
          0,           0,          54,      -2.304249019,        -0.5264913,     -0.1473794624,       3.299546317,       438.9017573,      -4.036980882,       5.918337789
          0,           0,          55,      -2.300185598,     -0.5310051929,     -0.1606980699,       3.303901378,       438.9017573,      -4.083799319,       5.918188082
          0,           0,          56,      -2.296140329,     -0.5354603823,     -0.1743569494,       3.308118724,       438.9017573,      -4.186305253,       5.917699263
          0,           0,          57,      -2.292111268,     -0.5397589056,     -0.1879455321,       3.312199299,       438.9017573,      -4.488626321,       5.916849435
          0,           0,          58,      -2.287843007,     -0.5410918575,     -0.2020403372,       3.316456696,       438.9017572,      -5.369551851,       5.916634906
          0,           0,          59,      -2.283459566,      -0.540244083,      -0.216481178,       3.320752763,       438.9017572,      -5.455800507,       5.916872545
          0,           0,          60,      -2.279116635,     -0.5385388536,     -0.2309295311,       3.324917073,       438.9017572,      -5.360811059,       5.917102947
          0,           0,          61,      -2.274857122,     -0.5361772074,     -0.2454743228,       3.328905893,       438.9017571,      -5.341359415,       5.917331291
          0,           0,          62,      -2.270711228,     -0.5331742147,     -0.2602388663,         3.3326815,       438.9017571,      -5.336647857,       5.917555374
          0,           0,          63,      -2.266724855,     -0.5296078947,      -0.275264394,       3.336184501,        438.901757,      -5.335915433,       5.917771492
          0,           0,          64,      -2.262957117,     -0.5256218107,     -0.2905002647,       3.339338272,        438.901757,      -5.337065529,        5.91797347
          0,           0,          65,      -2.259474998,     -0.5213883916,     -0.3057742993,       3.342055552,       438.9017569,      -5.339871279,       5.918149725
          0,           0,          66,       -2.25635166,     -0.5171106896,     -0.3207401528,       3.344241855,       438.9017569,      -5.344233466,        5.91827608
          0,           0,          67,      -2.253663477,      -0.513015677,     -0.3348492797,       3.345800477,       438.9017568,      -5.350069202,       5.918304348
          0,           0,          68,      -2.251485731,     -0.5092830121,     -0.3473638342,       3.346638554,       438.9017568,      -5.357210578,       5.918160527
          0,           0,          69,      -2.249889523,     -0.5060437107,     -0.3574171132,       3.346671573,       438.9017568,       -5.36565261,       5.917671099
          0,           0,          70,      -2.248938938,     -0.5033658161,     -0.3641345033,        3.34582696,       438.9017568,      -5.375384945,       5.916665754
          0,           0,          71,      -2.248688953,     -0.5013048965,     -0.3668047083,       3.344046392,       438.9017568,      -5.386386515,       5.914999587
          0,           0,          72,      -2.249184057,     -0.4999252025,     -0.3650456451,       3.341287299,       438.9017568,      -5.398647991,       5.913295294
          0,           0,          73,      -2.250455817,     -0.4992054301,     -0.3589055247,       3.337524939,       438.9017568,       -5.41078915,       5.912835556
          0,           0,          74,        -2.2525225,     -0.4991230255,     -0.3488575978,       3.332752543,       438.9017568,      -5.424387434,       5.912794395
          0,           0,          75,      -2.255342807,     -0.4993753629,     -0.3354872454,       3.327011784,       438.9017568,      -5.438427408,       5.912804499
          0,           0,          76,      -2.259005067,     -0.5006560872,     -0.3201989506,        3.32027136,       438.9017568,      -5.452797821,       5.912717533
          0,           0,          77,      -2.263460011,     -0.5024748606,     -0.3036282404,       3.312566197,       438.9017568,      -5.467349925,       5.912412806
          0,           0,          78,      -2.268701736,     -0.5048778532,     -0.2865882522,       3.303920977,       438.9017569,      -5.481904059,       5.911790124
          0,           0,          79,      -2.274709374,     -0.5078657162,     -0.2697411462,       3.294377969,       438.9017569,      -5.496334869,        5.91071973
          0,           0,          80,      -2.281452906,     -0.5113954031,     -0.2535763463,       3.283988977,        438.901757,      -5.510599126,       5.909101713
          0,           0,          81,       -2.28875403,     -0.5140045279,     -0.2380806105,       3.272884373,        438.901757,      -5.524476912,       5.907505586
          0,           0,          82,      -2.296884312,     -0.5189125615,     -0.2243045534,       3.260967908,        438.901757,       -5.53679395,       5.906313525
          0,           0,          83,      -2.305680166,      -0.524397987,     -0.2118789504,       3.248344286,       438.9017571,      -5.546495157,       5.905060762
          0,           0,          84,      -2.315016217,     -0.5298994935,     -0.2007660096,       3.235132561,       438.9017571,      -5.552998958,       5.903363899
          0,           0,          85,      -2.324884214,     -0.5355828182,      -0.191067325,       3.221372881,       438.9017572,      -5.556226014,         5.9009578
          0,           0,          86,       -2.33515895,     -0.5411133608,       -0.18266402,       3.207169252,       438.9017572,      -5.555448754,       5.897928255
          0,           0,          87,      -2.345984471,     -0.5473101298,     -0.1757591894,       3.192482042,       438.9017573,      -5.549501438,       5.894451612
          0,           0,          88,       -2.35719341,     -0.5533750103,     -0.1700622625,        3.17743501,       438.9017573,      -5.539747038,       5.889462427
          0,           0,          89,       -2.36875733,     -0.5594261678,     -0.1655386311,       3.162081443,       438.9017573,      -5.526427014,       5.882171147
          0,           0,          90,       -2.38027932,     -0.5633756679,     -0.1618096543,       3.146706239,       438.9017574,      -5.510298982,       5.871894611
          0,           0,          91,      -2.392357405,     -0.5699669167,     -0.1595873362,       3.130995522,       438.9017574,       -5.49217075,       5.857534613
          0,           0,          92,      -2.404596297,     -0.5759803909,     -0.1583935323,       3.115196865,       438.9017574,      -5.474127908,       5.836676224
          0,           0,          93,       -2.41683762,     -0.5809863054,     -0.1581540774,       3.099430967,       438.9017575,      -5.459139353,       5.805989103
          0,           0,          94,      -2.429191585,     -0.5857134128,     -0.1588944723,        3.08368343,       438.9017575,      -5.452151042,       5.758975688
          0,           0,          95,      -2.441522516,     -0.5893347503,     -0.1604068818,       3.068029955,       438.9017575,      -5.461261564,       5.684358485
          0,           0,          96,      -2.453833264,     -0.5919472222,     -0.1625342961,       3.052479493,       438.9017575,      -5.503544105,       5.554503697
          0,           0,          97,      -2.465507573,     -0.5911214826,     -0.1647638718,       3.037464662,       438.9017575,      -5.566010936,        5.41605998
          0,           0,          98,       -2.47747439,     -0.5916852206,     -0.1678533324,       3.022370006,       438.9017575,      -5.637617943,       5.271791153
          0,           0,          99,      -2.489603652,     -0.5915402361,     -0.1714019017,       3.007241107,       438.9017575,      -5.711911458,       5.123454302
          0,           0,         100,      -2.501636452,     -0.5893441657,     -0.1752052644,       2.992224421,       438.9017575,      -5.784640271,       4.972369282
          0,           0,         101,      -2.513423642,     -0.5849892608,     -0.1791851509,       2.977483198,       438.9017575,      -5.852953611,       4.819956381
          0,           0,         102,      -2.523793081,     -0.5754663398,     -0.1826284492,       2.963848355,       438.9017575,      -5.925064702,       4.668463153
          0,           0,         103,      -2.534976485,     -0.5684777713,     -0.1872237963,       2.949806008,       438.9017575,      -5.992498676,        4.52185342
          0,           0,         104,      -2.546416545,     -0.5618798213,     -0.1921620398,        2.93558151,       438.9017575,      -6.030328705,       4.386853863
          0,           0,         105,      -2.557852762,     -0.5556049472,     -0.1972496043,       2.921303713,       438.9017575,      -6.037707869,       4.272098134
          0,           0,         106,      -2.568858278,     -0.5458789383,     -0.2022408359,       2.907520452,       438.9017575,      -6.026667134,       4.184400254
          0,           0,         107,      -2.578076653,     -0.5354653427,      -0.206534256,       2.895171432,       438.9017575,      -6.008135898,       4.127263106
          0,           0,         108,      -2.587953581,     -0.5245289177,     -0.2111080252,       2.882546614,       438.9017575,      -5.988729488,       4.094865279
          0,           0,         109,      -2.598500682,     -0.5143882691,     -0.2164452746,       2.869421766,       438.9017575,      -5.970203276,       4.077279453
          0,           0,         110,      -2.608528732,     -0.5046635844,     -0.2217595229,       2.856622572,       438.9017575,      -5.952850621,       4.069333512
          0,           0,         111,      -2.616979611,     -0.4925167392,     -0.2261332196,       2.845417688,       438.9017575,      -5.936925314,       4.066401013
          0,           0,         112,      -2.626897615,     -0.4822602548,     -0.2314654143,       2.833137308,       438.9017575,      -5.922571816,       4.065065045
          0,           0,         113,      -2.636110304,     -0.4716001301,     -0.2365006758,       2.821387694,       438.9017576,      -5.909584526,       4.064071657
          0,           0,         114,      -2.643731314,     -0.4595769169,     -0.2401606595,       2.811193551,       438.9017576,      -5.897998096,       4.062893787
          0,           0,         115,      -2.653330085,     -0.4525478008,     -0.2465408755,       2.799146859,       438.9017576,      -5.887639057,       4.061304404
          0,           0,         116,      -2.663386564,     -0.4483702598,     -0.2534053719,       2.786311837,       438.9017576,      -5.878402337,       4.059263748
          0,           0,         117,      -2.670050393,     -0.4391542981,     -0.2579111798,       2.776565041,       438.9017577,      -5.870135896,       4.056826369
          0,           0,         118,      -2.679172479,     -0.4368433004,     -0.2642641987,        2.76493311,       438.9017577,      -5.862911831,       4.054056228
          0,           0,         119,      -2.684612464,     -0.4277902635,     -0.2682339376,       2.756781796,       438.9017578,      -5.856442108,       4.050981581
          0,           0,         120,      -2.693383114,     -0.4258811602,     -0.2743927885,       2.745701886,       438.9017578,      -5.850684052,       4.047607534
          0,           0,         121,      -2.694991896,     -0.4200687213,     -0.2775780212,       2.739650809,       438.9017578,       -5.84565864,       4.044246247
          0,           0,         122,      -2.671615574,     -0.4117258812,     -0.2672262326,       2.753057013,       438.9017579,      -5.841207919,       4.040635908
          0,           0,         123,       -2.66151824,     -0.4047437321,     -0.2612897915,        2.76090481,       438.9017579,        -5.8376348,       4.036321925
          0,           0,         124,      -2.655056426,     -0.3950628124,     -0.2519454472,       2.766703047,       438.9017579,      -5.834424146,       4.031413751
          0,           0,         125,      -2.659357234,       -0.38945451,     -0.2479315612,       2.762469643,        438.901758,      -5.831637688,       4.026424468
          0,           0,         126,      -2.658513519,      -0.381565587,     -0.2402707286,         2.7618402,        438.901758,      -5.828970409,       4.021330515
          0,           0,         127,      -2.654367214,     -0.3747983008,     -0.2313443891,       2.765468284,        438.901758,      -5.826530826,       4.015291277
          0,           0,         128,      -2.641873543,     -0.3641200814,     -0.2163905396,       2.778664846,        438.901758,      -5.824147156,       4.009345551
          0,           0,         129,      -2.631521821,     -0.3567755457,     -0.2009723476,       2.790382247,        438.901758,      -5.821838012,       4.003321982
          0,           0,         130,      -2.621676772,     -0.3475185718,     -0.1812115648,       2.803797421,       438.9017581,      -5.819823463,       3.997534195
          0,           0,         131,      -2.610899488,     -0.3350014993,     -0.1587391186,       2.819454764,       438.9017581,      -5.817724015,       3.991814031
          0,           0,         132,      -2.610061642,      -0.329876767,     -0.1479912632,       2.825420428,       438.9017581,      -5.815644452,       3.986091787
          0,           0,         133,      -2.604373505,     -0.3214592924,     -0.1349345204,       2.835235526,       438.9017581,      -5.813494935,       3.980330097
          0,           0,         134,      -2.586029821,      -0.299173594,       -0.11000716,       2.858996219,       438.9017581,      -5.811143893,       3.974832629
          0,           0,         135,      -2.578304885,     -0.2979501494,    -0.09790518443,        2.86863955,       438.9017581,      -5.808548234,       3.968722076
          0,           0,         136,      -2.520009409,     -0.2893559567,    -0.06646004647,       2.913419964,       438.9017581,      -5.804776802,       3.962854929
          0,           0,         137,      -2.484964501,     -0.2790926933,    -0.04066418004,       2.948956373,       438.9017581,      -5.801265094,       3.957038477
          0,           0,         138,      -2.492670219,      -0.269894507,    -0.02980883791,       2.953609124,       438.9017581,      -5.797274584,       3.951268349
          0,           0,         139,      -2.509786939,     -0.2545627025,    -0.01936762567,       2.948796303,       438.9017581,      -5.790525537,        3.94600106
          0,           0,         140,      -2.523706661,     -0.2463012916,    -0.00885954088,       2.942610927,       438.9017581,      -5.780249242,       3.940091059
          0,           0,         141,      -2.521742939,     -0.2322921768,    0.005006891165,       2.950040248,       438.9017581,      -5.765847216,       3.934518616
          0,           0,         142,      -2.509600041,      -0.219764386,     0.02138918994,       2.967253901,       438.9017581,      -5.747512079,       3.929034712
          0,           0,         143,      -2.508692954,     -0.2246404703,      0.0227567196,       2.969485425,       438.9017582,      -5.722490837,       3.923599931
          0,           0,         144,      -2.502232184,     -0.2072043268,     0.03783911636,       2.983924546,       438.9017582,      -5.686446731,       3.918751128
          0,           0,         145,      -2.502356331,     -0.2166693577,     0.04064766633,       2.981800479,       438.9017582,      -5.638771356,       3.912893734
          0,           0,         146,      -2.499475594,     -0.2202350969,     0.04440972309,       2.982993906,       438.9017582,       -5.58457138,       3.907348264
          0,           0,         147,      -2.496222544,      -0.224168848,     0.04878471181,       2.984044128,       438.9017583,      -5.538843123,       3.901805385
          0,           0,         148,      -2.493567908,     -0.2255178046,     0.05446282603,       2.985068544,       438.9017583,      -5.515222338,       3.896369458
          0,           0,         149,      -2.490706293,     -0.2201742513,     0.06170980085,       2.989049905,       441.6871085,      -5.513238911,       3.891907946
          0,           0,         150,      -2.488274786,      -0.225137522,     0.06825077153,        2.98975224,       443.3690442,      -5.547523027,       3.886059329
          0,           0,         151,      -2.484828398,       -0.22138314,     0.07874862462,       2.997329335,       444.9456647,      -5.576776357,       3.880841778
          0,           0,         152,       -2.48081298,     -0.2172796491,     0.08971174744,       3.005567769,       446.5792078,      -5.594488398,       3.875767016
          0,           0,         153,       -2.47764876,     -0.2134966425,      0.1001259051,        3.01342271,        448.311261,      -5.604250469,       3.870773842
          0,           0,         154,      -2.474250738,     -0.2031577532,      0.1104596273,       3.023332684,       461.7848862,      -5.608996662,       3.867017834
          0,           0,         155,       -2.47055148,     -0.2018307696,      0.1207838178,       3.030586534,       463.3061681,      -5.609232676,       3.861113937
          0,           0,         156,      -2.467676066,     -0.1936831357,      0.1304940083,       3.039312061,       464.8039453,       -5.60726228,       3.855881912
          0,           0,         157,      -2.478788941,      -0.195992959,      0.1256508298,       3.033933772,       466.4553414,      -5.602487189,        3.85085602
          0,           0,         158,      -2.490318754,     -0.2005560037,       0.118069231,       3.025801848,       468.3055408,      -5.593595482,       3.846064767
          0,           0,         159,      -2.499872859,     -0.1955846123,      0.1094620575,       3.019027591,       484.2060521,      -5.579277542,       3.843126839
          0,           0,         160,      -2.509022012,     -0.2036182772,     0.09993349387,       3.007065448,       485.3759797,      -5.558172908,       3.837150463
          0,           0,         161,      -2.514361259,     -0.2004031338,     0.09153391072,       2.999501253,       486.7642513,      -5.530986409,       3.832391808
          0,           0,         162,       -2.51835597,     -0.1994223236,     0.08422903402,       2.992948079,       488.4906253,      -5.504269946,       3.827806643
          0,           0,         163,      -2.519210134,     -0.1922663884,     0.08042579965,       2.991125754,       490.5448503,      -5.485720642,       3.823324434
          0,           0,         164,      -2.519156489,     -0.1830731247,      0.0791269783,       2.994566389,       509.3413978,      -5.479251135,       3.821372333
          0,           0,         165,      -2.516915719,     -0.1807171793,     0.08131158232,       2.997496603,        509.961989,      -5.477732972,       3.814801044
          0,           0,         166,      -2.515513041,     -0.1782808756,      0.0833331008,       3.001855324,       511.1761377,      -5.468943788,       3.810182737
          0,           0,         167,      -2.512449617,     -0.1693450474,     0.08564815782,       3.007983945,       512.9899767,      -5.452955769,       3.805858614
          0,           0,         168,      -2.507614591,     -0.1483613596,     0.08871581249,       3.019392066,        532.547905,      -5.434114585,       3.804427582
          0,           0,         169,      -2.505783637,     -0.1527495576,     0.08983535818,       3.020535734,       533.2400454,      -5.415419558,       3.797808058
          0,           0,         170,      -2.500139893,     -0.1318644041,     0.09226857332,        3.02945792,       534.5569946,      -5.399176551,       3.793320434
          0,           0,         171,      -2.497304323,     -0.1297029818,     0.09357442246,       3.033860117,       536.5190936,      -5.384852339,       3.789166024
          0,           0,         172,      -2.491346058,    -0.09882457576,     0.09704925273,       3.046211986,       539.0214549,      -5.371346531,       3.785154735
          0,           0,         173,      -2.488786291,    -0.09305791054,     0.09845669834,       3.053139405,       562.8909546,      -5.356908881,       3.785838774
          0,           0,         174,      -2.486339886,    -0.09867393333,       0.100662831,       3.053678855,        562.619921,      -5.339151813,        3.77756877
          0,           0,         175,      -2.485355607,     -0.1210583897,      0.1029185393,       3.050326581,       563.5863681,      -5.316471325,       3.773173789
          0,           0,         176,      -2.477805672,    -0.06164022642,      0.1075395787,        3.07466557,       565.6205257,      -5.286145181,       3.769299385
          0,           0,         177,      -2.478366657,     -0.1142374183,      0.1095370716,       3.062043005,        590.958252,      -5.245016481,       3.770552784
          0,           0,         178,      -2.471838475,     -0.0729576439,      0.1141506126,       3.079087644,       590.2960267,      -5.188787284,       3.761362866
          0,           0,         179,      -2.470405278,     -0.1096299976,       0.117927767,       3.070702224,       591.1378796,      -5.114523017,       3.757150949
          0,           0,         180,      -2.460691178,    -0.02280256921,      0.1242568078,       3.110754286,       615.0184062,      -5.027201228,       3.759120038
          0,           0,         181,      -2.461758504,      -0.100215792,      0.1281317919,       3.083575454,       614.8387305,      -4.938869025,       3.752551846
          0,           0,         182,      -2.454326521,    -0.05490961505,      0.1343044104,       3.106418463,       615.9321699,      -4.855247204,       3.750058859
          0,           0,         183,      -2.448710754,    -0.03808541864,      0.1407368549,       3.120385268,       618.1827188,      -4.776908569,       3.748848699
          0,           0,         184,      -2.446358328,    -0.08388243706,      0.1455305892,       3.108270356,       646.0489917,      -4.704266023,       3.755177712
          0,           0,         185,      -2.438634625,    -0.03852477956,      0.1525601176,       3.131756447,       645.5413839,      -4.637947077,        3.74861595
          0,           0,         186,      -2.435475789,    -0.08243188666,      0.1586232869,       3.120098032,       646.6079591,      -4.578547276,       3.748192861
          0,           0,         187,       -2.42762963,    -0.04010545748,      0.1667341546,       3.144192852,       649.0349367,      -4.528161116,       3.748841122
          0,           0,         188,      -2.420892033,    -0.02760115092,      0.1754260252,       3.157593383,       680.2893935,      -4.487821432,       3.758595787
          0,           0,         189,       -2.41466266,    -0.03144281039,      0.1846456812,       3.162452077,          678.9832,      -4.456601119,       3.751670315
          0,           0,         190,      -2.407084517,    -0.03029344729,       0.195199745,       3.171851984,       679.7283655,      -4.431961096,       3.751338604
          0,           0,         191,       -2.39768048,    -0.01763882794,      0.2074329097,       3.186188577,       682.1865258,      -4.412324361,        3.75139115
          0,           0,         192,      -2.389463585,    -0.05170684989,      0.2198107699,         3.1855923,       717.1586369,      -4.394416738,        3.76169837
          0,           0,         193,      -2.378593514,    -0.05222982893,      0.2337659308,       3.195463364,       714.8685308,      -4.377522517,       3.750695714
          0,           0,         194,      -2.364197844,   -0.009341977611,      0.2509140118,       3.224599802,       715.1964946,      -4.362953504,        3.74907496
          0,           0,         195,      -2.347211476,     -0.0117112351,      0.2799637051,       3.254273752,       749.0284075,      -4.350341557,       3.759381511
          0,           0,         196,      -2.334848357,    -0.00688792741,       0.295476044,       3.267649372,       746.5636901,      -4.338984975,       3.751473198
          0,           0,         197,      -2.316766359,     0.02197784151,      0.3372712806,       3.324923728,       746.7605103,      -4.313844986,        3.75211758
          0,           0,         198,      -2.296772202,     0.06955517252,      0.3723614613,       3.381619382,       781.2448786,      -4.263691249,         3.7654486
          0,           0,         199,      -2.283486312,     0.04566417277,       0.367054718,       3.364225135,        779.026555,      -4.204502171,       3.761591269
          0,           0,         200,      -2.260908829,     0.08326756501,      0.3988525563,       3.416455962,       779.4055532,      -4.142045529,       3.766779852
          0,           0,         201,       -2.24320795,     0.09109199783,      0.3967261136,       3.412171354,       782.0049614,      -4.107392943,       3.775491526
          0,           0,         202,      -2.219477734,      0.1419197417,      0.4289426588,       3.471084308,       823.8783053,      -4.097067351,       3.798865354
          0,           0,         203,      -2.199780192,      0.1662331638,      0.4397676088,        3.49413936,       820.6928084,      -4.069640228,       3.800516563
          0,           0,         204,      -2.181485889,      0.1832505368,      0.4499394688,       3.514546416,       820.7906111,      -4.062825886,       3.819108778
          0,           0,         205,      -2.166578116,      0.2014926765,      0.4542324467,       3.531436723,       861.9702552,      -4.039759085,       3.856211221
          0,           0,         206,      -2.153912859,      0.2318593712,      0.4626270708,       3.556258145,       858.3033322,      -3.990523366,       3.886086173
          0,           0,         207,      -2.146121441,      0.2463918366,      0.4639435211,       3.566601277,       858.1017141,      -3.974457655,       3.933462274
          0,           0,         208,       -2.14126084,      0.2671580503,      0.4775297954,       3.589666459,       900.5186979,      -3.917318006,       3.991710798
          0,           0,         209,      -2.142167843,      0.2576688794,      0.4785328878,       3.580978887,       896.8017643,      -3.910930239,        4.04145022
          0,           0,         210,      -2.144956142,      0.2760899384,      0.4830302023,        3.58242943,       896.6419444,      -3.876211889,       4.092386431
          0,           0,         211,      -2.145345487,      0.2933669145,      0.5030726438,       3.593888343,       940.9340411,      -3.838196303,       4.135836574
          0,           0,         212,      -2.144325804,      0.2634020062,      0.5109924925,       3.580363764,       937.1909186,       -3.72386023,       4.237137442
          0,           0,         213,      -2.136590408,      0.2453208628,      0.5203110607,       3.578623389,       937.1027804,      -3.618142704,       4.336480322
          0,           0,         214,       -2.12565238,      0.2330875555,      0.5332309058,       3.580937598,       983.5907607,      -3.680656712,       4.356749574
          0,           0,         215,      -2.114195543,      0.2620844163,      0.5441755699,       3.601372095,        979.780292,      -3.827396111,       4.380864926
          0,           0,         216,      -2.103373726,      0.2494053755,      0.5597822488,       3.607184099,       979.7609293,      -3.836474957,       4.503555784
          0,           0,         217,      -2.090911715,      0.2541603582,      0.5781110787,       3.616885295,       1028.652065,      -3.777275736,       4.687258527
